question_id,image_path,question,choices,correct_answer,predicted_answer,raw_confidence,is_correct
164,images/164_img1.jpg,"In studies of drug usage, individual physical or psychological characteristics have been used to differentiate users from non-users. This approach, common in ""deviant behavior"" studies, assumes that certain traits of individuals predispose or motivate them to engage in negative behavior. However, some researchers have suggested that drug usage behavior should be instead viewed as interactive social processes, and that the influence of peers should be taken into account. An early study (Study 1) focusing on marijuana users found that socialization is an important aspect in the maintained ""pleasurable"" usage of the drug (regular users). The researcher conducted participant observation and interviews with 50 marijuana users. Respondents who eventually used marijuana regularly were observed to undergo three stages: 1) they learn to smoke it in a way that produces real effects; 2) they learn to recognize the effects and connect them with drug use; and 3) they learn to enjoy the sensation they perceive. Individuals who do not go through the sequence of changes do not end up using marijuana regularly. In a more recent study (Study 2) illustrating the social aspects of drugs, researchers used data from National Longitudinal Study of Adolescent Health (Add Health) to further examine the peer effects of marijuana usage among adolescents grades 7-12. The investigators looked at close friends and classmates. The measure for close friends is ""nominated peers"", which refers to the percentage of friends who used marijuana in the past 30 days and were named by the respondent as friends, and the classmates measure is ""grade-level peers"", which refers to the percentage of peers who used marijuana in the past 30 days in the same grade and school as the respondent. The main results are shown below in Table 1. Table 1: Increase in likelihood of individual marijuana usage (in%), with every 10%increase in nominated peers and grade-level peers <image 1> *The coefficients for both are significant (p-values=0.000). The two groups are not mutually exclusive. According to the above study, which concept is most relevant for explaining sustained marijuana usage?","['Social disorganization theory', 'Antecedent predisposition', 'Symbolic interactionism', 'Social control theory', 'Functionalism', 'Differential association theory', 'Conflict theory', 'Social subjectivity', 'Deviance theory', 'Labeling theory']",Symbolic interactionism,Differential association theory,0.3439294993877411,0
165,images/165_img1.jpg,"The Rover 6 is a new custom-designed sports car. An analysis of the task of building the Rover 6 reveals the following list of relevant activities, their immediate predecessors, and their duration: <image 1> What is the critical path?","['A-B-J-K-L-M-R-S-T-U', 'A-B-C-D-E-F-G-H-I-J-K', 'A-B-H-L-M-R-S-T-U', 'A-B-I-J-K-L-M-N-O-P', 'A-B-C-D-E-J-K-L-M-R-S-T-U', 'A-B-C-D-E-F-G-H-I-R-S-T-U', 'A-B-C-D-E-F-J-K-L-M-R-S-T-U', 'A-B-C-D-E-F-G-H-I-J-K-L-M-N-O-P-R-S-T-U', 'A-B-C-Q-R-S-T-U']",A-B-J-K-L-M-R-S-T-U,A-B-C-D-E-F-G-H-I-J-,0.8447346687316895,0
166,images/166_img1.jpg,"During the year, a company purchased raw materials of 77,321 dallors and incurred direct labor costs of 125,900 dallors. Overhead is applied at the rate of 75% of the direct labor cost. These are the inventory balances: <image 1> Compute the cost of materials used in production.","['$76,283', '$80,283', '$74,283', '$78,283', '$72,283', '$79,283', '$77,283', '$75,283', '$73,283', '$81,283']","$75,283","$72,283",0.9387364387512208,0
167,images/167_img1.jpg,<image 1> The conflict referred to in the image was a result of which of the following developments in the first half of the twentieth century?,"['The start of the Cold War', 'The establishment of the League of Nations', 'The creation of the United Nations', 'The rise of the United States and the Soviet Union as superpowers', 'The end of colonial rule in Africa and Asia', 'The collapse of the land-based Ottoman and Qing empires', 'The global economic crisis caused by the Great Depression', 'The widespread use of nuclear weapons', 'The complete dissolution of European transoceanic empires', 'The spread of communism in Eastern Europe']",The global economic crisis caused by the Great Depression,The rise of the United States and the Soviet union as superpowers,0.5302832126617432,0
168,images/168_img1.jpg,A finite automaton (FA) is an abstract machine that can be used to represent certain forms of computation. <image 1> The above FA identifies which of the following regular expressions?,"['([1-9][0-9]*)|0', '[1-9]*[0-9]', '[1-9]+[0-9]*', '([1-9][0-9]+)|0', '[1-9][0-9]*', '[0-9]+', 'none of the above', '([1-9][0-9])|0']",([1-9][0-9]*)|0,[1-9][0-9]*,0.6089394688606262,0
170,images/170_img1.jpg,In <image 1>. $v_c = sin 2 \pi T$. Find an expression for i and calculate i at the instants t = 0.,"['$3 \\pi x 10^-5 A$', '$\\pi x 10^-4 A$', '$\\pi x 10^-5 A$', '$6 \\pi x 10^-5 A$', '$7 \\pi x 10^-5 A$', '$8 \\pi x 10^-5 A$', '$9 \\pi x 10^-5 A$', '$4 \\pi x 10^-5 A$', '$5 \\pi x 10^-5 A$', '$2 \\pi x 10^-5 A$']",$2 \pi x 10^-5 A$,0,0.2229474931955337,0
171,images/171_img1.jpg,"Using superposition and Laplace transform techniques, calculate the voltage vc(t) in <image 1> .","['[(7 / 4)e^{-2t} - e^{-4t} + (1 / 2)t - (1 / 3)] u(t)', '[(5 / 4)e^{-2t} - e^{-3t} + (1 / 2)t - (1 / 4)] u(t)', '[(5 / 4)e^{-2t} - e^{-4t} + (1 / 2)t - (1 / 4)] u(t)', '[(3 / 4)e^{-2t} - e^{-3t} + (1 / 3)t - (1 / 4)] u(t)', '[(1 / 2)e^{-2t} - e^{-4t} + (1 / 2)t - (1 / 4)] u(t)', '[(5 / 4)e^{-2t} - e^{-3t} + (1 / 4)t - (1 / 4)] u(t)', '[(1 / 4)e^{-2t} - e^{-4t} + (1 / 3)t - (1 / 4)] u(t)', '[(5 / 4)e^{-2t} - e^{-4t} + (1 / 2)t - (1 / 5)] u(t)', '[(4 / 4)e^{-2t} - e^{-4t} + (1 / 3)t - (1 / 4)] u(t)', '[(5 / 4)e^{-2t} - e^{-4t} + (1 / 3)t - (1 / 3)] u(t)']",[(5 / 4)e^{-2t} - e^{-4t} + (1 / 2)t - (1 / 4)] u(t),[(7 / 4)e^{-2t} - e^{-4t} + (1,0.6008338332176208,0
172,images/172_img1.jpg,What is the <image 1>?,"[""The intrinsic qualities that define an individual's character and individuality"", 'A theory that uses the concept of gender, class, and race to study and challenge power and inequality', ""The social and psychological processes that shape one's sense of self"", 'Identity is regarded as the result of modeling oneself in response to the expectations of others, not as a produc4 of the unconscious', ""The concept of self that is shaped by the individual's personal experiences and interactions with others."", 'A sense of self that is influenced by cultural and societal norms and expectations', 'Socially deLned expectations that a person in a given social position will follow', ""The development of one's self-concept through interactions with others in a social context"", 'Refers to the process of self development through which we formulate a unique sense of ourselves and our relationship to the world around us', ""The collective cultural values and norms that influence an individual's behavior and self-perception""]","Identity is regarded as the result of modeling oneself in response to the expectations of others, not as a produc4 of the unconscious",The social and psychological processes that shape one's sense of self,0.3119767904281616,0
173,images/173_img1.jpg,Find the output y[n] of the system shown in <image 1> if x[n] = u[n].,"['(2n + 1) \\delta[n]', '(3n + 1) u[n]', '(5n + 4) u[n]', '(4n + 2) \\delta[n]', '(4n + 3) \\delta[n]', '(6n + 1) u[n]', '(2n + 3) u[n]', '(3n + 2) u[n]', '(4n + 3) u[n]', '(4n + 1) u[n]']",(4n + 3) u[n],(2n + 1) \delta[n],0.6281221508979797,0
174,images/174_img1.jpg,A piston-cylinder device initially contains 0.4 kg of nitrogen gas at 160 kPa and 140°C. The nitrogen is now expanded isothermally to a pressure of 100 kPa. Determine the boundary work done during this process. <image 1>,"['26.0 kJ', '19.0 kJ', '24.0 kJ', '21.0 kJ', '23.0 kJ', '22.0 kJ', '20.0 kJ', '25.0 kJ', '18.0 kJ']",23.0 kJ,26.0 kJ,0.6664302945137024,0
175,images/175_img1.jpg,<image 1> Is it a NFA?,"['Not sure based on the information.', 'Yes.', 'No.']",Yes.,No.,0.5920547842979431,0
176,images/176_img1.jpg,Who created <image 1>?,"['CLAUDE MONET', 'HENRI MATISSE', 'GUSTAV KLIMT', 'PIERRE-AUGUSTE RENOIR', 'JOHN SINGER SARGENT', 'EDOUARD MANET', 'VINCENT VAN GOGH', 'PABLO PICASSO', 'MARC CHAGALL', 'PAUL SIGNAC']",PIERRE-AUGUSTE RENOIR,JOHN SINGER SARGENT,0.1331509202718734,0
178,images/178_img1.jpg,"You have a 1-D dataset $\large \{x^{(1)}, ... , x^{(m)} \}$ and you want to detect outliers in the dataset. You first plot the dataset and it looks like this:<image 1>Suppose you fit the gaussian distribution parameters $\large \mu_1$ and $\large \sigma_1^2$ to this dataset.Which of the following values for $\large \mu_1$ and $\large \sigma_1^2$ might you get?","['$\\large \\mu_1= -8, \\large \\sigma_1^2= 2$', '$\\large \\mu_1= -6, \\large \\sigma_1^2= 2$', '$\\large \\mu_1= -3, \\large \\sigma_1^2= 2$', '$\\large \\mu_1= -1, \\large \\sigma_1^2= 6$', '$\\large \\mathbf{\\mu_1=} -3, \\large \\mathbf{\\sigma_1^2=} 4$', '$\\large \\mu_1= -6, \\large \\sigma_1^2= 4$', '$\\large \\mu_1= -5, \\large \\sigma_1^2= 3$', '$\\large \\mu_1= -4, \\large \\sigma_1^2= 3$', '$\\large \\mu_1= -7, \\large \\sigma_1^2= 1$', '$\\large \\mu_1= -2, \\large \\sigma_1^2= 5$']","$\large \mathbf{\mu_1=} -3, \large \mathbf{\sigma_1^2=} 4$","$\large \mu_1= -8, \large \sigma_1^2=",0.2264519482851028,0
179,images/179_img1.jpg,"Refer to the figure <image 1>, which term refers to an illustration facing the title page that is intended to establish the tone and entice the reader to begin the story?","['Preface', 'Prologue', 'Foreword', 'Epilogue', 'Convoluted', 'Frontispiece', 'Introduction', 'Dedication', 'Epigraph', 'Omniscient']",Frontispiece,Frontispiece,0.5073636174201965,1
180,images/180_img1.jpg,<image 1>Which structure in this picture is responsible for synthesizing proteins (assembling proteins)?,"['I', 'III', 'IV', 'II']",III,II,0.4339545965194702,0
181,images/181_img1.jpg,A ladder 20 feet long is leaning against a wall 12 feet high with its top projecting over the wall (Fig. 14-16). Its bottom is being pulled away from the wall at the constant rate of 5 ft/min. How rapidly is the height of the top of the ladder decreasing when the top of the ladder reaches the top of the wall?<image 1>,"['2.7 feet per minute', '2.2 feet per minute', '2.1 feet per minute', '3.1 feet per minute', '2.4 feet per minute', '3.4 feet per minute', '2.9 feet per minute', '2.8 feet per minute', '3.2 feet per minute', '2.6 feet per minute']",2.4 feet per minute,2.7,0.757686197757721,0
182,images/182_img1.jpg,"In contrast to how the author composed the following (<image 1>), their patrons had which of the following expectations?","['The sculpture would be displayed in a public square.', 'There would be a continuous narrative within an architectural frieze.', 'There would be a depiction of a historical event.', 'The burghers would be shown in a heroic stance.', 'Figures would be posed as classical nudes.', 'There would be an allegorical figure representing Liberty.', 'The figures would be posed in a romantic style.', 'The sculpture would be placed in a religious building.', 'There would be a symbolic representation of Justice.', 'The burghers would be represented in a glorified manner.']",The burghers would be represented in a glorified manner.,There would be a depiction of a historical event.,0.4479790329933166,0
183,images/183_img1.jpg,<image 1> believed that states were ________________ ,"['Tools for societal control', 'Vehicles for cultural preservation', 'Mechanisms for power distribution', 'Products of historical development', 'Platforms for economic growth', 'Instruments of democratic will formation', 'A necessary evil', 'Means to maintain law and order', 'Artificial constructs', 'Withering away']",Artificial constructs,A necessary evil,0.1405661255121231,0
184,images/184_img1.jpg,<image 1>Let R be the region bounded by the y-axis and the graphs of y = x^2 and y = x + 2 . Find the perimeter of the region R.,"['9.475', '7.256', '6.239', '4.828', '6.647', '10.568', '5.892', '7.991', '8.342']",9.475,6.239,0.2235513478517532,0
185,images/185_img1.jpg,"Find y[n] (for n > 1) for the input x[n], shown in <image 1>, by first finding the delta response h[n] of the system.","['9 (1/2)^n', '2 (1/2)^(n-1)', '7 (1/2)^n', '6 (1/2)^n + 1', '4 (1/2)^n', '7 (1/2)^(n-1)', '8 (1/2)^n + 1', '5 (1/2)^(n-1)', '3 (1/2)^n', '6 (1/2)^n']",7 (1/2)^n,2 (1/2)^(n-1),0.1870594024658203,0
186,images/186_img1.jpg,"In 2005, Hunan Province monitored the source and incidence of haemorrhagic fever of renal syndrome in five counties (cities) under its jurisdiction. The following table showed the density and carriage of rodents at the monitoring sites.<image 1> The poison rate in Xiangtan County was","['7.74%', '16.36%', '12.04%', '2.70%', '10.75%', '3.20%', '6.80%', '14.25%', '8.45%', '20.02%']",16.36%,16.36,0.3976463079452514,0
188,images/188_img1.jpg,"Calculate the steady-state voltage, $v_c(t)$, for the network shown in <image 1>","['$\\sqrt(2) cos[(3/4)t]$', '$\\sqrt(5) cos[(2/3)t]$', '$\\sqrt(2) cos[(1/2)t]$', '$\\sqrt(4) cos[(1/3)t]$', '$\\sqrt(3) cos[(1/3)t]$', '$\\sqrt(3) cos[(4/3)t]$', '$\\sqrt(3) cos[(2/3)t]$', '$\\sqrt(2) cos[(1/3)t]$', '$\\sqrt(2) cos[(5/3)t]$', '$\\sqrt(2) cos[(2/3)t]$']",$\sqrt(2) cos[(2/3)t]$,2,0.48415607213974,0
189,images/189_img1.jpg,"A test projectile is fired horizontally into a viscous liquid with a velocity v0. The retarding force is proportional to the square of the velocity, so that the acceleration becomes a = -kv^2. Derive expressions for the distance D traveled in the liquid and the corresponding time t required to reduce the velocity to v0 /2. Neglect any vertical motion.<image 1>","['t=2/kv0, D=(ln4)/k', 't=3/kv0, D=(ln2)/k', 't=1/kv0,D=(ln2)/k', 't=2/kv0,D=(ln2)/k', 't=1/kv0, D=(ln5)/k', 't=3/kv0, D=(ln3)/k', 't=2/kv0, D=(ln3)/k', 't=1/kv0, D=(ln4)/k', 't=1/kv0,D=(ln3)/k']","t=1/kv0,D=(ln2)/k","t=2/kv0, D=(ln2)/k",0.5870047807693481,0
190,images/190_img1.jpg,Use the vapor pressures of ClF_3 given in the following table to calculate the enthalpy of vaporization using a graphical method or a least squares fitting routine. <image 1>,"['33.22 kJ/mol', '27.45 kJ/mol', '22.88 kJ/mol', '30.58 kJ/mol', '26.14 kJ/mol', '24.50 kJ/mol', '28.33 kJ/mol', '18.76 kJ/mol', '20.32 kJ/mol', '25.28kJ/mol']",30.58 kJ/mol,33.22 kJ/mol,0.4797486662864685,0
191,images/191_img1.jpg,"Researchers studying vision use various methods to investigate human perceptual experience. Research on spectral sensitivity of the rod receptors (scattered throughout the retina) and cone visual receptors (mainly concentrated in the fovea area of the retina) highlights the relationship between perception and physiology. Signal detection methods have been used to measure the differences in how perception adjusts to low-light environments. Participant responses can be plotted based on sensitivity versus length of time in the dark. The dark adaptation curve can be plotted showing how rods and cones differ in their sensitivity to light over time. The following graph shows a plot of three calculated dark adaptation curves. <image 1> The dark adaptation curve can be plotted by asking participants to fixate on a specific point and then using signal detection methods with a test light. What is the MOST likely way that researchers would be able to isolate the responses of each receptor type, based on the physiology of the eye?","['by introducing different sounds while conducting the test', 'by using different shapes of lights for each receptor type', 'by using colored versus white lights to differentially activate the rods and cones', 'by alternating the brightness using flashing lights in order to preferentially activate one receptor type rather than the other', 'by changing the color of the room during the experiment', 'by asking participants to blink rapidly before the test', 'by asking participants to cover one eye while performing the comparison tasks', 'by changing the location of the test light from the focal point to the periphery', 'by adjusting the temperature of the room during the experiment', 'by switching the light source from natural to artificial light']",by changing the location of the test light from the focal point to the periphery,By using different shapes of lights for each receptor type,0.4362587332725525,0
